advertised_date,number_of_bedrooms,rent,floor_area,level,suburb,furnished,tenancy_preference,number_of_bathrooms,point_of_contact,secondary_address,building_number,street_name,street_suffix,prefix,first_name,last_name,gender,phone_number,email
2022-05-12,2,568.0,950,1 out of 2,melbourne,unfurnished,family,2,contact owner,apt. 384,80,rodgers grange,laneway,mr.,christopher,white,m,+61-3-8649-1416,alexisramsey@example.com
2022-05-12,2,573.0,1300,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,flat 53,42,foster roadway,broadway,mr.,paul,carter,m,+61 484 547 062,gonzalezdaniel@example.net
2022-05-12,2,563.0,600,1 out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,unit 04,515,lisa promenade,frontage,nan,paul,lopez,u,+61237963633,cunninghambrandon@example.net
2022-05-16,3,606.0,1428,ground out of 2,melbourne,unfurnished,bachelors,2,contact owner,level 1,6,timothy way,laneway,dr.,kenneth,sullivan,m,0762694091,danielbell@example.com
2022-06-20,2,585.0,920,2 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,apt. 457,27,lopez square,dale,dr.,jamie,smith,f,9033-1853,dsmith@example.org
2022-06-11,2,568.0,810,ground out of 1,melbourne,unfurnished,bachelors,1,contact owner,level 0,69,mark thoroughfare,plateau,mrs.,kendra,byrd,f,(02)-1527-9275,hsherman@example.com
2022-06-02,2,574.0,1200,ground out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,unit 20,2,jacob front,way,nan,sharon,henderson,u,+61-2-7300-4839,lisagordon@example.org
2022-05-12,1,569.0,550,3 out of 4,melbourne,semi-furnished,bachelors/family,1,contact owner,unit 67,58,brown view,walkway,nan,aradhya,chhabra,u,+61 450 636 563,lorihorton@example.org
2022-05-12,2,581.0,600,1 out of 2,melbourne,unfurnished,family,1,contact owner,flat 46,1,hays cutting,chase,mrs.,terri,wolf,f,+61 8 7648 9028,cohenfelicia@example.net
2022-05-12,2,574.0,850,ground out of 2,melbourne,furnished,bachelors/family,1,contact owner,suite 168,6,ashley top,run,dr.,gregory,harris,m,5377 7379,ihampton@example.com
2022-04-30,2,563.0,900,1 out of 1,melbourne,unfurnished,bachelors,2,contact owner,unit 13,330,amanda firetrail,wynd,mr.,christopher,reed,m,+61-8-4063-1609,julie64@example.net
2022-05-12,2,581.0,1000,ground out of 1,melbourne,semi-furnished,bachelors/family,2,contact owner,apt. 446,9,sherri subway,junction,mr.,jonathan,mcknight,m,07 0509 4847,sherryellis@example.org
2022-05-12,1,564.0,500,2 out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,level 1,2,robert common,green,nan,jack,diaz,u,4078 7811,traceytran@example.net
2022-05-12,2,571.0,800,1 out of 3,melbourne,semi-furnished,bachelors/family,1,contact owner,level 0,6,shaw gates,brow,dr.,joel,horn,m,0484.586.897,jennifersmith@example.net
2022-05-12,2,590.0,1550,2 out of 3,melbourne,semi-furnished,bachelors/family,3,contact owner,49/,54,lindsey terrace,estate,mr.,darren,chaney,m,+61 8 7464 1944,amy31@example.com
2022-05-12,2,574.0,1500,ground out of 1,melbourne,unfurnished,bachelors/family,2,contact owner,9/,374,luis state highway,concourse,mr.,kevin,conley,m,1186.0385,derek29@example.net
2022-05-12,1,564.0,400,1 out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,suite 921,416,jenna roadway,lower,dr.,lauren,hernandez,f,03 5516 4306,brianromero@example.org
2022-05-12,1,564.0,500,1 out of 3,melbourne,furnished,bachelors/family,1,contact owner,0/,501,martinez laneway,bend,mr.,gerald,wright,m,5300 3407,kelly75@example.net
2022-05-12,2,567.0,770,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 313,6,chan lane,round,mr.,evan,stuart,m,+61-461-703-248,jessica23@example.net
2022-05-25,1,561.0,150,ground out of 2,melbourne,semi-furnished,bachelors/family,1,contact owner,suite 168,75,selena ground,turn,nan,carl,arnold,u,9935 4929,combschristopher@example.org
2022-05-21,2,571.0,850,ground out of 2,melbourne,unfurnished,family,2,contact owner,apt. 106,440,victor quay,vale,mrs.,kerri,wilson,f,+61265965807,bparker@example.com
2022-06-21,2,578.0,1100,ground out of 3,melbourne,semi-furnished,bachelors,2,contact owner,flat 81,500,tyler brace,meander,nan,edward,williams,u,(03)-3307-0666,david78@example.net
2022-05-12,2,573.0,1000,1 out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,level 5,4,spears intersection,trailer,dr.,mary,martin,f,+61 423 795 976,jameslisa@example.org
2022-05-12,1,564.0,250,ground out of 5,melbourne,semi-furnished,bachelors/family,1,contact owner,suite 227,5,nichols gully,point,mrs.,ayesha,dass,f,(02) 8072 0584,theresa85@example.com
2022-06-23,2,568.0,790,2 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,706/,7,adams triangle,pathway,mrs.,heather,baker,f,6619-4811,larnold@example.org
2022-04-30,2,572.0,600,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,flat 51,2,schultz corner,walk,mrs.,kara,rogers,f,(07) 8377 8473,samantha31@example.net
2022-04-30,2,570.0,700,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,89/,69,michael pass,parklands,mr.,brian,garcia,m,+61 421 052 236,douglashood@example.net
2022-06-02,1,567.0,550,ground out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,unit 06,5,linda entrance,range,mr.,bryan,jenkins,m,+61-410-047-670,lewisdaniel@example.com
2022-05-16,1,571.0,500,ground out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,flat 77,641,dawn vale,extension,ms.,maria,sandoval,f,+61-464-146-702,beckjenny@example.org
2022-05-29,3,600.0,1550,3 out of 4,melbourne,semi-furnished,bachelors,2,contact agent,level 2,73,lowe landing,artery,dr.,jose,johnson,m,0280999656,nhorton@example.com
2022-06-17,2,569.0,970,ground out of 2,melbourne,semi-furnished,bachelors,2,contact owner,unit 27,8,david trailer,footway,nan,kelly,marshall,u,59745933,tperez@example.org
2022-06-22,2,574.0,700,1 out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,flat 52,130,king beach,view,mr.,casey,gonzalez,m,+61 454 046 123,soniamalone@example.net
2022-05-29,2,568.0,750,ground out of 1,melbourne,unfurnished,family,2,contact owner,143/,3,joseph firetrail,street,dr.,ryan,davis,m,0411 259 637,frogers@example.net
2022-05-16,2,571.0,1000,ground out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 985,669,miller highway,parklands,nan,wanda,williams,u,0829103953,faulknermeagan@example.org
2022-05-26,2,568.0,1030,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,unit 55,3,hamilton ground,strip,mr.,devansh,sharaf,m,5747 9995,hernandezbrian@example.org
2022-05-18,3,600.0,1540,3 out of 4,melbourne,furnished,bachelors,2,contact owner,5/,5,zhang place,turn,nan,jeffrey,pratt,u,79518059,hawkinsrobert@example.org
2022-05-29,2,586.0,1100,2 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,840/,67,andrea mall,cove,nan,stephanie,shaw,u,+61-2-7235-7022,devinkoch@example.com
2022-06-11,2,571.0,985,3 out of 17,melbourne,unfurnished,bachelors/family,2,contact owner,apt. 328,7,daniel frontage,plaza,ms.,gail,barton,f,33257100,garciapatrick@example.net
2022-06-01,2,568.0,1200,1 out of 1,melbourne,unfurnished,bachelors/family,2,contact owner,apt. 602,9,jane quadrangle,park,nan,linda,short,u,2516-1922,lindsey18@example.com
2022-06-17,2,597.0,800,1 out of 4,melbourne,unfurnished,bachelors/family,2,contact agent,apt. 103,9,michelle gates,pathway,nan,anna,george,u,+61-431-603-287,mcdowellpatricia@example.com
2022-05-25,3,594.0,1500,3 out of 4,melbourne,semi-furnished,bachelors/family,3,contact owner,607/,3,john gates,state highway,dr.,elizabeth,mitchell,f,08.5596.6626,ufrench@example.org
2022-06-07,2,572.0,680,1 out of 1,melbourne,unfurnished,bachelors/family,2,contact owner,8/,94,michael bridge,pass,dr.,michael,schwartz,m,08.9160.2123,bryanruiz@example.net
2022-06-20,2,574.0,800,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,256/,20,romero rosebowl,green,mr.,rodney,knox,m,+61202473006,gordonrebecca@example.com
2022-05-07,2,581.0,880,1 out of 2,melbourne,semi-furnished,family,2,contact owner,flat 85,77,cheryl way,ground,dr.,joshua,hernandez,m,0214998373,pwood@example.com
2022-05-21,2,568.0,950,1 out of 1,melbourne,unfurnished,bachelors/family,2,contact owner,179/,9,catherine copse,roadside,mr.,jesse,soto,m,+61-411-390-764,michael42@example.com
2022-05-16,1,563.0,450,ground out of 4,melbourne,unfurnished,bachelors/family,1,contact owner,5/,82,johnny triangle,boulevard,mr.,mark,collins,m,0736908733,rogersaaron@example.org
2022-05-12,1,559.0,350,1 out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,level 8,7,smith gate,line,nan,andrew,dennis,u,07-6096-7654,cindy94@example.com
2022-05-04,3,590.0,1650,2 out of 2,melbourne,semi-furnished,family,3,contact owner,apt. 365,8,decker landing,circlet,dr.,aaina,kapur,m,4462.1738,garysmith@example.net
2022-05-20,2,571.0,600,1 out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,846/,73,nicole rosebowl,follow,dr.,trevor,luna,m,5955-6888,thomasatkins@example.org
2022-05-31,2,574.0,700,1 out of 2,melbourne,unfurnished,bachelors,2,contact agent,suite 899,48,howell intersection,sound,mrs.,alexa,sullivan,f,+61826552668,heatherarcher@example.com
2022-05-12,2,565.0,800,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,961/,25,richard view,elbow,miss,anita,reed,f,03.9138.4282,knightjerry@example.net
2022-06-22,1,565.0,560,2 out of 4,melbourne,unfurnished,bachelors/family,1,contact owner,89/,43,natalie triangle,promenade,nan,danielle,grant,u,(02)-9378-8400,nicholas81@example.com
2022-05-13,1,573.0,420,1 out of 1,melbourne,unfurnished,bachelors,1,contact owner,4/,0,jamie towers,lane,dr.,danny,jones,m,8457 8151,devon32@example.com
2022-06-21,2,574.0,1000,1 out of 2,melbourne,furnished,bachelors/family,2,contact owner,apt. 595,2,brendan cul-de-sac,beach,nan,john,rodriguez,u,8931 3643,elizabethhunter@example.com
2022-05-20,3,582.0,1330,1 out of 2,melbourne,semi-furnished,bachelors/family,3,contact owner,flat 96,8,acosta centre,common,mr.,john,vazquez,m,(02).4261.5662,vanessasmith@example.com
2022-06-22,3,571.0,930,2 out of 8,melbourne,semi-furnished,family,2,contact owner,313/,2,alex rue,follow,mrs.,angela,johnston,f,+61395272355,damonspencer@example.org
2022-05-12,1,563.0,350,ground out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,level 7,69,gordon quad,nook,mr.,sam,o'sullivan,m,+61 460 779 286,gfuller@example.com
2022-05-20,3,581.0,1000,ground out of 3,melbourne,semi-furnished,bachelors/family,1,contact owner,suite 806,0,hurst esplanade,flat,mrs.,rebecca,holloway,f,0371431225,murphyshannon@example.org
2022-05-06,2,568.0,750,ground out of 1,melbourne,unfurnished,bachelors/family,2,contact owner,73/,77,danny byway,estate,mr.,marc,vargas,m,+61.426.399.267,yparker@example.net
2022-05-16,2,569.0,800,1 out of 1,melbourne,unfurnished,family,2,contact owner,apt. 923,228,danielle entrance,brace,dr.,carla,brown,m,5831-4014,paulhernandez@example.com
2022-05-06,2,586.0,850,ground out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,flat 31,2,jones walk,strip,nan,matthew,walsh-fox,u,0782687319,angelahendricks@example.com
2022-05-16,2,576.0,650,2 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,level 6,34,kayla roadway,round,mr.,andre,roberts,m,02 5234 3251,laurenrobertson@example.com
2022-06-22,2,568.0,770,1 out of 2,melbourne,unfurnished,family,1,contact owner,apt. 085,9,michelle link,brow,nan,helen,hogan,u,0410 107 640,wthompson@example.com
2022-06-25,3,588.0,1100,4 out of 4,melbourne,semi-furnished,bachelors/family,2,contact agent,suite 856,89,eric intersection,landing,miss,mary,george,f,0300196096,gary73@example.org
2022-05-12,2,568.0,950,2 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,unit 62,1,wright laneway,path,dr.,mr.,danny,m,48611315,zrivera@example.com
2022-05-12,3,574.0,1250,2 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 889,6,ashley round,roadside,mr.,james,heath,m,0492 198 178,denise92@example.org
2022-06-22,1,567.0,400,ground out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,flat 80,0,elizabeth cross,drive,nan,jessica,morse,u,0366070237,evanmorgan@example.org
2022-06-08,2,574.0,1234,1 out of 14,melbourne,semi-furnished,bachelors/family,2,contact owner,812/,4,alexandria lower,ramp,dr.,abram,buch,f,+61.403.750.590,michael59@example.org
2022-06-16,1,565.0,500,1 out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,flat 99,9,jacob chase,glade,nan,luke,johnson,u,0315698497,randall99@example.com
2022-06-22,3,572.0,900,1 out of 4,melbourne,unfurnished,bachelors/family,1,contact owner,unit 97,43,swanson quays,cross,dr.,margaret,alvarez,f,9637 9243,ehall@example.org
2022-06-07,2,567.0,600,1 out of 3,melbourne,furnished,bachelors/family,1,contact owner,level 5,385,williams bridge,firetrail,dr.,judith,ramirez,f,07.4085.2576,cbrown@example.org
2022-06-14,2,576.0,1000,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,unit 28,69,campbell spur,deviation,mr.,michael,gonzalez,m,+61.7.7632.2806,cortezpaul@example.org
2022-05-28,2,574.0,600,8 out of 18,melbourne,unfurnished,bachelors,2,contact owner,apt. 663,65,deleon driveway,hill,mr.,christopher,pratt,m,+61.451.117.032,brandy02@example.org
2022-06-10,2,574.0,750,1 out of 2,melbourne,unfurnished,bachelors,2,contact owner,774/,93,logan roads,trailer,nan,michelle,lambert,u,5096 7460,davidgarcia@example.org
2022-05-12,2,574.0,700,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,flat 55,86,riddle tarn,motorway,mr.,carl,payne,m,12221829,tonya41@example.org
2022-06-14,1,567.0,500,ground out of 3,melbourne,semi-furnished,bachelors/family,1,contact owner,2/,70,estrada ramble,dale,mrs.,arnav,goda,f,08.0517.8911,john34@example.org
2022-05-06,1,564.0,700,2 out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,flat 55,1,sylvia front,circle,nan,mary,elliott,u,+61.8.4524.7820,omeyer@example.org
2022-05-06,3,577.0,1480,3 out of 4,melbourne,furnished,bachelors/family,2,contact owner,628/,640,osborne roadway,break,nan,kimberly,bradley,u,07-8591-9174,ekennedy@example.org
2022-05-06,2,574.0,830,ground out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,3/,415,mary gate,range,mrs.,amanda,cole,f,+61 2 2726 0045,philip48@example.org
2022-06-23,3,587.0,1425,2 out of 14,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 006,9,bates ground,retreat,dr.,eric,osborne,m,5351.3122,denise96@example.org
2022-06-04,3,566.0,1261,3 out of 4,melbourne,semi-furnished,bachelors/family,3,contact owner,8/,2,dalton wade,concourse,nan,carlos,price,u,08-3866-6351,joshuabean@example.org
2022-06-17,2,573.0,700,2 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,9/,87,krista route,mall,dr.,justin,horton,m,3287 1286,meyerjohn@example.com
2022-06-07,2,587.0,1145,4 out of 4,melbourne,semi-furnished,bachelors,2,contact owner,level 8,2,roberts break,deviation,mr.,steven,martinez,m,0414.387.918,roserebecca@example.net
2022-05-22,3,577.0,1250,1 out of 3,melbourne,semi-furnished,bachelors/family,3,contact owner,level 8,4,nicholas amble,quadrangle,dr.,andrew,parker,m,53123911,ajackson@example.net
2022-05-08,2,566.0,900,ground out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,level 0,3,daniel walk,deviation,mrs.,michelle,friedman,f,(07).8262.0208,mary94@example.net
2022-06-25,2,574.0,900,ground out of 1,melbourne,semi-furnished,bachelors/family,2,contact owner,level 5,120,stokes rue,state highway,dr.,gabriel,weiss,m,03 9517 5205,iingram@example.org
2022-05-16,2,568.0,600,1 out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,unit 50,2,coleman heights,circus,mr.,calvin,patel,m,0233.1357,alvarezjames@example.com
2022-05-25,1,562.0,250,ground out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,055/,517,paul rosebowl,boulevard,nan,trevor,wilson,u,6332-6322,steven26@example.net
2022-06-04,3,574.0,1350,1 out of 2,melbourne,unfurnished,bachelors/family,3,contact owner,level 6,4,christopher state highway,formation,nan,joseph,lewis,u,0850976141,michaellewis@example.org
2022-05-16,3,599.0,450,ground out of 3,melbourne,semi-furnished,bachelors,3,contact owner,suite 199,480,watkins junction,view,dr.,kenneth,giles,m,0487-478-723,kristin56@example.com
2022-06-14,1,565.0,600,2 out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,level 0,25,davila roads,footway,nan,daniel,watts,u,(08)-6821-1354,masonashley@example.com
2022-05-29,2,583.0,800,ground out of 1,melbourne,unfurnished,family,2,contact owner,suite 891,653,watkins thoroughfare,grove,mrs.,gina,elliott,f,0291614794,moranmichelle@example.net
2022-06-13,2,572.0,850,ground out of 1,melbourne,unfurnished,family,2,contact owner,level 6,38,samantha quadrangle,tarn,mrs.,kelly,robinson,f,+61.8.0214.5007,sarahmccoy@example.net
2022-06-07,2,571.0,900,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,27/,474,daniel court,corso,nan,stacy,cannon,u,1940 0363,xchen@example.net
2022-06-22,2,578.0,805,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,623/,8,smith rotary,trunkway,nan,autumn,johnson,u,+61.472.457.933,angelafoster@example.com
2022-05-20,2,580.0,1200,1 out of 4,melbourne,unfurnished,bachelors/family,2,contact owner,unit 53,77,lee outlook,right of way,dr.,michele,cox,f,(02).4014.4472,jeremysmith@example.net
2022-05-15,3,577.0,1400,10 out of 15,melbourne,semi-furnished,bachelors/family,2,contact owner,flat 05,28,jose trunkway,stairs,dr.,debra,long,f,+61-403-393-546,stephen55@example.com
2022-05-12,2,567.0,1000,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,flat 95,4,kirsten track,circus,mr.,scott,davis,m,1360-3019,roberto66@example.org
2022-05-19,2,565.0,800,4 out of 4,melbourne,semi-furnished,bachelors/family,2,contact owner,apt. 321,9,anderson copse,glen,mrs.,niko,scott,f,+61-2-7676-4766,charlesangela@example.net
2022-05-12,2,576.0,800,1 out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,level 9,16,evelyn trail,highroad,mrs.,kelly,taylor,f,(03)28387107,jill29@example.net
2022-05-12,2,565.0,800,1 out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,apt. 176,41,michele street,turn,nan,brendan,harris,u,08 1826 9330,andrewbaker@example.org
2022-05-01,2,568.0,898,7 out of 14,melbourne,semi-furnished,family,2,contact owner,apt. 364,282,collins green,quay,mr.,william,gonzalez,m,0458 187 132,ikim@example.com
2022-06-10,2,565.0,600,1 out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,suite 154,7,davila edge,promenade,mr.,charles,bell,m,+61-2-0467-9444,jessica17@example.com
2022-06-04,2,576.0,870,3 out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,71/,34,phyllis mount,parklands,nan,breanna,roberts,u,+61-2-2237-3739,moorekyle@example.org
2022-05-01,2,568.0,650,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,flat 48,3,lang walk,bypass,mr.,steven,ferrell,m,+61 492 187 020,holly52@example.org
2022-05-30,2,570.0,1250,ground out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,apt. 857,9,matthews byway,link,nan,warren,young,u,0479.793.508,hernandeztony@example.net
2022-06-18,2,568.0,780,2 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,unit 90,244,michelle boulevard,firetrail,nan,sibusiso,mwandla-mkhithi,u,+61.2.5067.6400,brenda62@example.com
2022-06-22,1,564.0,680,1 out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,74/,5,bryan access,slope,nan,sean,grant,u,07 6386 2682,dakota89@example.net
